titles,arxiv_links
VirtuosoNet: A Hierarchical RNN-based System for Modeling Expressive Piano Performance,http://arxiv.org/abs/2107.05944v1
MIDI Passage Retrieval Using Cell Phone Pictures of Sheet Music,http://arxiv.org/abs/2004.10347v1
A Convolutional Approach to Melody Line Identification in Symbolic Scores,http://arxiv.org/abs/1906.10547v1
A Confidence Measure For Key Labelling,http://arxiv.org/abs/2011.00792v1
Improved Chord Recognition by Combining Duration and Harmonic Language Models,http://arxiv.org/abs/1808.05335v1
Using Musical Relationships Between Chord Labels in Automatic Chord Extraction Tasks,http://arxiv.org/abs/1911.04973v2
A Predictive Model for Music based on Learned Interval Representations,http://arxiv.org/abs/1806.08686v1
An End-to-end Framework for Audio-to-Score Music Transcription on Monophonic Excerpts,http://arxiv.org/abs/1612.05070v1
Evaluating Automatic Polyphonic Music Transcription,http://arxiv.org/abs/2004.07171v1
Onsets and Frames: Dual-Objective Piano Transcription,http://arxiv.org/abs/1710.11153v2
Player Vs Transcriber: A Game Approach To Data Manipulation For Automatic Drum Transcription,http://arxiv.org/abs/2008.12401v1
Influence in Early Electronic Dance Music: An Audio Content Analysis Investigation.,http://arxiv.org/abs/2107.06252v2
Association Mining of Folk Music Genres and Toponyms.,http://arxiv.org/abs/1906.12324v1
Characterization of Embellishments in Ney Performances of Makam Music in Turkey.,http://arxiv.org/abs/1912.12362v1
Cross-cultural Music Mood Classification: A Comparison on English and Chinese Songs.,http://arxiv.org/abs/2108.00768v1
Towards a (Better) Definition of the Description of Annotated MIR Corpora.,http://arxiv.org/abs/1904.12213v1
Modeling Musical Mood From Audio Features and Listening Context on an In-Situ Data Set.,http://arxiv.org/abs/2010.11512v1
Analyzing Drum Patterns Using Conditional Deep Belief Networks.,http://arxiv.org/abs/1909.01098v1
N-gram Based Statistical Makam Detection on Makam Music in Turkey Using Symbolic Data.,http://arxiv.org/abs/1612.09213v1
Evaluating the Online Capabilities of Onset Detection Methods.,http://arxiv.org/abs/2105.10448v1
Structure-Based Audio Fingerprinting for Music Retrieval.,http://arxiv.org/abs/2101.00132v1
Bridging Printed Music and Audio Through Alignment Using a Mid-level Score Representation.,http://arxiv.org/abs/2103.14895v1
Real-time Online Singing Voice Separation from Monaural Recordings Using Robust Low-rank Modeling.,http://arxiv.org/abs/1810.09558v1
Folksonomy-based Tag Recommendation for Online Audio Clip Sharing.,http://arxiv.org/abs/1610.01797v1
Infinite Composite Autoregressive Models for Music Signal Analysis.,http://arxiv.org/abs/1701.07010v6
Professionally-produced Music Separation Guided by Covers.,http://arxiv.org/abs/2102.02028v1
Bayesian Nonnegative Harmonic-Temporal Factorization and Its Application to Multipitch Analysis.,http://arxiv.org/abs/1002.2080v1
A Scape Plot Representation for Visualizing Repetitive Structures of Music Recordings.,http://arxiv.org/abs/2008.01307v1
A Systematic Comparison of Music Similarity Adaptation Approaches.,http://arxiv.org/abs/1712.00334v1
Using Hyper-genre Training to Explore Genre Information for Automatic Chord Estimation.,http://arxiv.org/abs/1709.07153v2
Semi-supervised NMF with Time-frequency Annotations for Single-channel Source Separation.,http://arxiv.org/abs/1204.1685v2
Neon.js: Neume Editor Online.,http://arxiv.org/abs/2107.06423v3
Modeling Chord and Key Structure with Markov Logic.,http://arxiv.org/abs/1708.02255v3
A Geometric Language for Representing Structure in Polyphonic Music.,http://arxiv.org/abs/2008.07118v1
Unsupervised Learning of Local Features for Music Classification.,http://arxiv.org/abs/2108.12955v1
Modeling Piano Interpretation Using Switching Kalman Filter.,http://arxiv.org/abs/1803.08503v1
Interpreting Rhythm in Optical Music Recognition.,http://arxiv.org/abs/2106.02556v2
Assigning a Confidence Threshold on Automatic Beat Annotation in Large Datasets.,http://arxiv.org/abs/2104.05741v1
A Corpus-based Study of Rhythm Patterns.,http://arxiv.org/abs/2109.10256v1
"One in the Jungle: Downbeat Detection in Hardcore, Jungle, and Drum and Bass.",http://arxiv.org/abs/1502.06984v3
A MIREX Meta-analysis of Hubness in Audio Music Similarity.,http://arxiv.org/abs/1806.08236v2
How Significant is Statistically Significant? The case of Audio Music Similarity and Retrieval.,http://arxiv.org/abs/1711.08976v2
Statistical Characterisation of Melodic Pitch Contours and its Application for Melody Extraction.,http://arxiv.org/abs/1510.04039v1
Detecting Melodic Motifs from Audio for Hindustani Classical Music.,http://arxiv.org/abs/1906.08916v1
Characterization of Intonation in Carnatic Music by Parametrizing Pitch Histograms.,http://arxiv.org/abs/1711.02318v1
Discriminative Non-negative Matrix Factorization for Multiple Pitch Estimation.,http://arxiv.org/abs/2010.13297v1
A Feature Relevance Study for Guitar Tone Classification.,http://arxiv.org/abs/1711.01946v1
String Methods for Folk Tune Genre Classification.,http://arxiv.org/abs/2104.08388v1
A Turkish Makam Music Symbolic Database for Music Information Retrieval: SymbTr.,http://arxiv.org/abs/2009.10128v1
Polyphonic Music Classification on Symbolic Data Using Dissimilarity Functions.,http://arxiv.org/abs/1910.12086v1
"Semiotic Structure Labeling of Music Pieces: Concepts, Methods and Annotation Conventions.",http://arxiv.org/abs/1604.02790v1
Large-Scale Cover Song Recognition Using the 2D Fourier Transform Magnitude.,http://arxiv.org/abs/1903.06396v2
Creating Ground Truth for Audio Key Finding: When the Title Key May Not Be the Key.,http://arxiv.org/abs/2106.01485v1
Understanding User Requirements for Music Information Services.,http://arxiv.org/abs/1511.07004v1
The Impact of MIREX on Scholarly Research (2005 - 2010).,http://arxiv.org/abs/2012.04908v1
An Emotion Model for Music Using Brain Waves.,http://arxiv.org/abs/2101.02051v1
Music Structure Analysis by Ridge Regression of Beat-synchronous Audio Features.,http://arxiv.org/abs/2110.09000v1
Score-Informed Leading Voice Separation from Monaural Audio.,http://arxiv.org/abs/1802.00300v1
On Measuring Syncopation to Drive an Interactive Music System.,http://arxiv.org/abs/1609.02049v1
Current Challenges in the Evaluation of Predominant Melody Extraction Algorithms.,http://arxiv.org/abs/2110.07419v1
Improving Audio Chord Transcription by Exploiting Harmonic and Metric Knowledge.,http://arxiv.org/abs/1808.05335v1
Reducing Tempo Octave Errors by Periodicity Vector Coding And SVM Learning.,http://arxiv.org/abs/1903.09056v1
Context-free 2D Tree Structure Model of Musical Notes for Bayesian Modeling of Polyphonic Spectrograms.,http://arxiv.org/abs/2008.07118v1
Compressing Music Recordings into Audio Summaries.,http://arxiv.org/abs/1112.5493v1
Second Fiddle is Important Too: Pitch Tracking Individual Voices in Polyphonic Music.,http://arxiv.org/abs/1910.12086v1
Feature Learning in Dynamic Environments: Modeling the Acoustic Structure of Musical Emotion.,http://arxiv.org/abs/2102.13479v1
User-centered Measures vs. System Effectiveness in Finding Similar Songs.,http://arxiv.org/abs/1810.06313v1
Towards Time-resilient MIR Processes.,http://arxiv.org/abs/2009.02051v1
Hypergraph Models of Playlist Dialects.,http://arxiv.org/abs/1908.10784v2
Learning to Embed Songs and Tags for Playlist Prediction.,http://arxiv.org/abs/1705.08283v3
Extracting Semantic Information from an Online Carnatic Music Forum.,http://arxiv.org/abs/1907.06076v1
Ranking Lyrics for Online Search.,http://arxiv.org/abs/2012.04426v1
The Role Of Music in the Lives of Homeless Young People: A Preliminary Report.,http://arxiv.org/abs/1710.06905v1
A Survey on Music Listening and Management Behaviours.,http://arxiv.org/abs/1907.00178v1
Automatic Music Transcription: Breaking the Glass Ceiling.,http://arxiv.org/abs/2004.07171v1
Putting the User in the Center of Music Information Retrieval.,http://arxiv.org/abs/0906.5286v1
The Impact (or Non-impact) of User Studies in Music Information Retrieval.,http://arxiv.org/abs/2102.12188v1
Mel Cepstrum &amp; Ann Ova: The Difficult Dialog Between MIR and Music Cognition.,http://arxiv.org/abs/2010.11672v1
Moving Beyond Feature Design: Deep Architectures and Automatic Feature Learning in Music Informatics.,http://arxiv.org/abs/2110.05043v1
"Reuse, Remix, Repeat: the Workflows of MIR.",http://arxiv.org/abs/1203.0061v1
Multi-Template Shift-Variant Non-Negative Matrix Deconvolution for Semi-Automatic Music Transcription.,http://arxiv.org/abs/2107.11250v1
Tracking Melodic Patterns in Flamenco Singing by Analyzing Polyphonic Music Recordings.,http://arxiv.org/abs/1510.04039v1
A Cross-version Approach for Stabilizing Tempo-based Novelty Detection.,http://arxiv.org/abs/2108.11168v1
Fast Identification of Piece and Score Position via Symbolic Fingerprinting.,http://arxiv.org/abs/1708.00733v1
"A Multimedia Search and Navigation Prototype, Including Music and Video-clips.",http://arxiv.org/abs/2008.00781v2
Chord Recognition Using Duration-explicit Hidden Markov Models.,http://arxiv.org/abs/2005.07091v2
Finding Repeating Stanzas in Folk Songs.,http://arxiv.org/abs/2007.09811v1
Detecting Episodes with Harmonic Sequences for Fugue Analysis.,http://arxiv.org/abs/1511.01233v3
Inferring Chord Sequence Meanings via Lyrics: Process and Evaluation.,http://arxiv.org/abs/1706.08609v2
Facilitating Comprehensive Benchmarking Experiments on the Million Song Dataset.,http://arxiv.org/abs/1712.02289v1
Decoding Tempo and Timing Variations in Music Recordings from Beat Annotations.,http://arxiv.org/abs/1710.05608v1
Unsupervised Chord-Sequence Generation from an Audio Example.,http://arxiv.org/abs/2110.03209v1
Listening Level Changes Music Similarity.,http://arxiv.org/abs/2009.09935v1
Pitch Content Visualization Tools for Music Performance Analysis.,http://arxiv.org/abs/2110.05033v2
A Multipitch Approach to Tonic Identification in Indian Classical Music.,http://arxiv.org/abs/1912.03769v1
Separating Presentation and Content in MEI.,http://arxiv.org/abs/2003.13128v4
A Study of Intonation in Three-Part Singing using the Automatic Music Performance Analysis and Comparison Toolkit (AMPACT).,http://arxiv.org/abs/2002.05511v1
Influence of Peak Selection Methods on Onset Detection.,http://arxiv.org/abs/1311.6636v1
Evaluation of Musical Features for Emotion Classification.,http://arxiv.org/abs/1806.09010v1
BLAST for Audio Sequences Alignment: A Fast Scalable Cover Identification Tool.,http://arxiv.org/abs/1209.6129v1
A Cross-cultural Study of Music Mood Perception between American and Chinese Listeners.,http://arxiv.org/abs/1308.1817v1
Shortest Path Techniques for Annotation and Retrieval of Environmental Sounds.,http://arxiv.org/abs/1309.0874v1
Multivariate Autoregressive Mixture Models for Music Auto-Tagging.,http://arxiv.org/abs/2103.08028v2
Building Musically-relevant Audio Features through Multiple Timescale Representations.,http://arxiv.org/abs/2111.03945v2
A Comparison of Sound Segregation Techniques for Predominant Instrument Recognition in Musical Audio Signals.,http://arxiv.org/abs/1912.02606v2
Learning Sparse Feature Representations for Music Annotation and Retrieval.,http://arxiv.org/abs/1710.06648v2
Score Analyzer: Automatically Determining Scores Difficulty Level for Instrumental e-Learning.,http://arxiv.org/abs/2104.01622v1
Digital Document Image Retrieval Using Optical Music Recognition.,http://arxiv.org/abs/0903.5045v1
Music/Voice Separation Using the Similarity Matrix.,http://arxiv.org/abs/1306.3108v2
Breathy or Resonant - A Controlled and Curated Dataset for Phonation Mode Detection in Singing.,http://arxiv.org/abs/2107.08425v1
Robust Singer Identification in Polyphonic Music using Melody Enhancement and Uncertainty-based Learning.,http://arxiv.org/abs/2110.07419v1
Predominant Fundamental Frequency Estimation vs Singing Voice Separation for the Automatic Transcription of Accompanied Flamenco Singing.,http://arxiv.org/abs/1510.04039v1
